Group,Celltype,ONTOLOGY,TERM,N,DE,P.DE,FDR,ID,Generatio,neg_log_P,Order
First,Stromal,BP,regulation of supramolecular fiber organization,333,125.5,4.58E-06,0.002929127,GO:1902903,0.376876877,5.339470674,661
First,Stromal,CC,adherens junction,526,200,7.26E-07,7.51E-04,GO:0005912,0.380228137,6.139100756,662
First,Stromal,BP,protein polymerization,267,102,8.58E-06,0.005065818,GO:0051258,0.382022472,5.066372767,663
First,Stromal,MF,actin binding,408,157.5,3.31E-05,0.014744294,GO:0003779,0.386029412,4.480768151,664
First,Stromal,BP,Ras protein signal transduction,417,161,1.78E-07,3.68E-04,GO:0007265,0.386091127,6.749267435,665
First,Stromal,BP,actin filament-based process,725,280,3.93E-11,6.03E-07,GO:0030029,0.386206897,10.40548436,666
First,Stromal,BP,regulation of protein polymerization,207,80,7.77E-05,0.028148314,GO:0032271,0.38647343,4.109702926,667
First,Stromal,BP,regulation of GTPase activity,435,168.5,4.41E-07,6.31E-04,GO:0043087,0.387356322,6.355176576,668
First,Stromal,MF,GTPase binding,498,194,7.33E-08,1.73E-04,GO:0051020,0.389558233,7.134719518,669
First,Stromal,MF,molecular adaptor activity,222,86.5,1.81E-04,0.049652301,GO:0060090,0.38963964,3.741944842,670
First,Stromal,BP,positive regulation of supramolecular fiber organization,197,77,4.62E-05,0.01908943,GO:1902905,0.390862944,4.335806653,671
First,Stromal,BP,regulation of actin filament organization,247,97,2.11E-05,0.010451026,GO:0110053,0.392712551,4.675045559,672
First,Stromal,BP,small GTPase mediated signal transduction,532,209,4.89E-09,2.22E-05,GO:0007264,0.392857143,8.310830249,673
First,Stromal,BP,actin cytoskeleton organization,635,250,1.38E-10,1.04E-06,GO:0030036,0.393700787,9.861376045,674
First,Stromal,BP,actin filament organization,378,149,2.44E-07,4.63E-04,GO:0007015,0.394179894,6.611752833,675
First,Stromal,BP,positive regulation of GTPase activity,366,145,3.14E-07,5.49E-04,GO:0043547,0.396174863,6.503391678,676
First,Stromal,MF,small GTPase binding,404,161,6.95E-07,7.51E-04,GO:0031267,0.398514851,6.158012149,677
First,Stromal,BP,regulation of cell-substrate adhesion,205,82,1.61E-04,0.045341281,GO:0010810,0.4,3.791983509,678
First,Stromal,MF,Ras GTPase binding,390,157,4.44E-07,6.31E-04,GO:0017016,0.402564103,6.352869397,679
First,Stromal,BP,regulation of actin filament polymerization,152,62,9.34E-05,0.030801078,GO:0030833,0.407894737,4.0295473,680
First,Stromal,BP,actin polymerization or depolymerization,197,80.5,3.11E-05,0.014437851,GO:0008154,0.408629442,4.507263686,681
First,Stromal,MF,nucleoside-triphosphatase regulator activity,312,129.5,7.60E-08,1.73E-04,GO:0060589,0.415064103,7.119379877,682
First,Stromal,BP,actin filament polymerization,171,72.5,1.12E-05,0.006217978,GO:0030041,0.423976608,4.950529268,683
First,Stromal,MF,GTPase regulator activity,272,116.5,3.51E-07,5.70E-04,GO:0030695,0.428308824,6.45514861,684
First,Stromal,CC,lamellipodium,187,81,8.60E-05,0.029509817,GO:0030027,0.43315508,4.065308564,685
First,Stromal,MF,GTPase activator activity,242,105,8.29E-07,8.20E-04,GO:0005096,0.433884298,6.081287239,686
First,Stromal,MF,Rho GTPase binding,160,71,1.24E-04,0.037040917,GO:0017048,0.44375,3.907466988,687
First,Stromal,BP,actin filament bundle organization,151,67.5,3.19E-05,0.014514859,GO:0061572,0.447019868,4.496179498,688
First,Stromal,BP,regulation of small GTPase mediated signal transduction,315,141.5,8.97E-09,3.40E-05,GO:0051056,0.449206349,8.047246638,689
First,Stromal,BP,actin filament bundle assembly,148,66.5,2.85E-05,0.013522619,GO:0051017,0.449324324,4.544660256,690
First,Stromal,BP,regulation of Ras protein signal transduction,224,102,5.43E-07,6.45E-04,GO:0046578,0.455357143,6.264974568,691
First,Stromal,BP,regulation of cell-matrix adhesion,114,53,6.37E-05,0.024156078,GO:0001952,0.464912281,4.195784641,692
First,Stromal,MF,guanyl-nucleotide exchange factor activity,206,97.5,6.66E-08,1.73E-04,GO:0005085,0.473300971,7.176500361,693
First,Stromal,MF,Ras guanyl-nucleotide exchange factor activity,132,67.5,3.95E-06,0.002720146,GO:0005088,0.511363636,5.403856107,694
First,Stromal,BP,Fc receptor mediated stimulatory signaling pathway,81,43,5.49E-06,0.003377464,GO:0002431,0.530864198,5.260169911,695
First,Stromal,BP,Fc-gamma receptor signaling pathway,78,42,2.99E-06,0.002269515,GO:0038094,0.538461538,5.523908049,696
First,Stromal,BP,immune response-regulating cell surface receptor signaling pathway involved in phagocytosis,75,41,4.64E-06,0.002929127,GO:0002433,0.546666667,5.333921637,697
First,Stromal,BP,Fc-gamma receptor signaling pathway involved in phagocytosis,75,41,4.64E-06,0.002929127,GO:0038096,0.546666667,5.333921637,698
First,Stromal,MF,Rho guanyl-nucleotide exchange factor activity,74,42.5,4.30E-05,0.018108655,GO:0005089,0.574324324,4.366682358,699
First,Stromal,BP,Rac protein signal transduction,33,20,1.70E-04,0.047254777,GO:0016601,0.606060606,3.768702741,700
Term,Endothelial,CC,nuclear lumen,4243,957.3333333,4.86E-05,0.042532154,GO:0031981,0.225626522,4.313271581,701
Term,Endothelial,BP,cellular protein metabolic process,4949,1164.416667,4.90E-06,0.008570881,GO:0044267,0.235283222,5.309993482,702
Term,Endothelial,BP,macromolecule modification,4103,1017.75,3.75E-07,0.001219456,GO:0043412,0.248050207,6.425698033,703
Term,Endothelial,BP,cellular protein modification process,3903,976.75,1.69E-06,0.003838716,GO:0006464,0.250256213,5.77277635,704
Term,Endothelial,BP,protein modification process,3903,976.75,1.69E-06,0.003838716,GO:0036211,0.250256213,5.77277635,705
Term,Endothelial,CC,nucleoplasm,3311,836.6666667,1.83E-07,7.31E-04,GO:0005654,0.252693043,6.737956158,706
Term,Endothelial,CC,cytosol,4822,1222.333333,2.66E-10,6.06E-06,GO:0005829,0.253490944,9.57480578,707
Term,Endothelial,BP,cellular response to stress,1962,498.8333333,2.29E-05,0.028986538,GO:0033554,0.254247367,4.639493464,708
Term,Endothelial,BP,regulation of intracellular signal transduction,1856,491.75,1.43E-05,0.02163724,GO:1902531,0.264951509,4.845669182,709
Term,Endothelial,BP,intracellular signal transduction,2794,742.75,7.54E-08,5.72E-04,GO:0035556,0.265837509,7.122675257,710
Term,Endothelial,MF,"catalytic activity, acting on a protein",2029,544.8333333,5.16E-05,0.043473817,GO:0140096,0.268523082,4.287370777,711
Term,Endothelial,BP,tube development,1068,306.1666667,2.90E-05,0.03303573,GO:0035295,0.286672909,4.536948401,712
Term,Endothelial,MF,enzyme binding,2112,610.5833333,6.34E-09,7.22E-05,GO:0019899,0.289101957,8.197628914,713
Term,Endothelial,BP,tube morphogenesis,886,260.9166667,2.08E-05,0.027842785,GO:0035239,0.294488337,4.681800719,714
Term,Endothelial,BP,cardiovascular system development,769,226.9166667,1.65E-05,0.023462584,GO:0072358,0.295080191,4.782466487,715
Term,Endothelial,BP,vasculature development,761,224.9166667,1.20E-05,0.01953665,GO:0001944,0.295554095,4.919984171,716
Term,Endothelial,BP,small GTPase mediated signal transduction,532,188,3.61E-06,0.007466319,GO:0007264,0.353383459,5.442463107,717
Term,Endothelial,CC,cell-substrate junction,397,141.5,3.32E-05,0.033704091,GO:0030055,0.356423174,4.478675752,718
Term,Endothelial,CC,cell-substrate adherens junction,394,140.5,3.22E-05,0.033704091,GO:0005924,0.356598985,4.492089079,719
Term,Endothelial,BP,positive regulation of GTPase activity,366,131,4.63E-05,0.042141075,GO:0043547,0.357923497,4.334316695,720
Term,Endothelial,CC,focal adhesion,392,140.5,2.74E-05,0.032819367,GO:0005925,0.358418367,4.56207851,721
Term,Endothelial,CC,anchoring junction,541,198,1.93E-07,7.31E-04,GO:0070161,0.365988909,6.715037201,722
Term,Endothelial,BP,regulation of GTPase activity,435,160,7.20E-07,0.002046987,GO:0043087,0.367816092,6.142757339,723
Term,Endothelial,CC,adherens junction,526,195,1.50E-07,7.31E-04,GO:0005912,0.370722433,6.823359067,724
Term,Endothelial,BP,endothelium development,128,51,4.42E-05,0.041890692,GO:0003158,0.3984375,4.354633531,725
Term,Endothelial,CC,ruffle,167,74.5,4.86E-06,0.008570881,GO:0001726,0.446107784,5.313022716,726
Term,Endothelial,BP,protein K48-linked ubiquitination,55,27.83333333,3.41E-05,0.033704091,GO:0070936,0.506060606,4.467551854,727
Term,Hofbauer,BP,response to stimulus,8475,1962.666667,1.00E-05,0.002419274,GO:0050896,0.231583088,5.000149314,728
Term,Hofbauer,BP,defense response,1573,372.3333333,6.72E-06,0.001777337,GO:0006952,0.236702691,5.172694047,729
Term,Hofbauer,BP,cellular response to stimulus,7030,1677.166667,1.33E-07,7.82E-05,GO:0051716,0.238572783,6.876394809,730
Term,Hofbauer,BP,response to stress,3765,906.8333333,9.31E-06,0.00230181,GO:0006950,0.240858787,5.031105057,731
Term,Hofbauer,BP,response to bacterium,585,141.5,4.90E-04,0.048260715,GO:0009617,0.241880342,3.309756578,732
Term,Hofbauer,BP,signal transduction,5647,1373.833333,4.80E-07,2.06E-04,GO:0007165,0.24328552,6.318567508,733
Term,Hofbauer,BP,signaling,6096,1483.333333,5.07E-06,0.001407923,GO:0023052,0.243328959,5.294569556,734
Term,Hofbauer,BP,cell communication,6124,1494.833333,8.82E-07,3.46E-04,GO:0007154,0.244094274,6.054610024,735
Term,Hofbauer,BP,cellular response to chemical stimulus,3113,769.8333333,3.32E-04,0.035459877,GO:0070887,0.247296284,3.478845483,736
Term,Hofbauer,BP,response to external stimulus,2275,570.5,5.73E-05,0.008932931,GO:0009605,0.250769231,4.241615465,737
Term,Hofbauer,CC,secretory granule,802,202,4.96E-04,0.048378538,GO:0030141,0.251870324,3.304148753,738
Term,Hofbauer,BP,cellular response to organic substance,2571,661.1666667,3.62E-05,0.006282929,GO:0071310,0.257163231,4.441528869,739
Term,Hofbauer,BP,regulation of inflammatory response,400,103.5,3.46E-04,0.036653418,GO:0050727,0.25875,3.460411217,740
Term,Hofbauer,BP,immune system process,2762,715.5,5.42E-11,2.47E-07,GO:0002376,0.259051412,10.26598077,741
Term,Hofbauer,BP,regulation of response to stress,1509,391.8333333,2.30E-05,0.004575982,GO:0080134,0.259664237,4.637347929,742
Term,Hofbauer,CC,intracellular vesicle,2201,575,4.86E-05,0.007960808,GO:0097708,0.261244889,4.312990349,743
Term,Hofbauer,CC,cytoplasmic vesicle,2198,575,4.25E-05,0.007154246,GO:0031410,0.261601456,4.372064682,744
Term,Hofbauer,BP,regulation of defense response,798,209,3.24E-06,0.00103879,GO:0031347,0.261904762,5.489176131,745
Term,Hofbauer,BP,regulation of response to stimulus,4007,1051,3.02E-09,4.91E-06,GO:0048583,0.262290991,8.519448123,746
Term,Hofbauer,BP,regulation of catalytic activity,2206,582.5,1.29E-04,0.016838376,GO:0050790,0.264052584,3.890112849,747
Term,Hofbauer,BP,positive regulation of defense response,496,131,2.80E-04,0.031838041,GO:0031349,0.264112903,3.55298598,748
Term,Hofbauer,BP,regulation of cell communication,3364,889,5.53E-05,0.008789796,GO:0010646,0.264268728,4.257647471,749
Term,Hofbauer,CC,bounding membrane of organelle,1961,518.3333333,2.18E-04,0.025546853,GO:0098588,0.264320925,3.661823175,750
Term,Hofbauer,BP,immune response,1897,502.3333333,1.77E-12,4.02E-08,GO:0006955,0.264804077,11.75305944,751
Term,Hofbauer,BP,regulation of signaling,3411,903.5,3.54E-05,0.006195081,GO:0023051,0.264878335,4.450971946,752
Term,Hofbauer,CC,cytoplasmic vesicle part,1428,379.6666667,1.57E-04,0.019816101,GO:0044433,0.265873016,3.804671598,753
Term,Hofbauer,BP,cell surface receptor signaling pathway,2796,743.8333333,2.58E-05,0.005007469,GO:0007166,0.266034812,4.589158146,754
Term,Hofbauer,BP,regulation of signal transduction,3004,807.5,1.06E-06,4.02E-04,GO:0009966,0.268808256,5.974407945,755
Term,Hofbauer,BP,secretion,1585,426.5,3.58E-06,0.001114135,GO:0046903,0.269085174,5.446701583,756
Term,Hofbauer,BP,regulation of response to external stimulus,813,219.1666667,3.51E-05,0.006195081,GO:0032101,0.269577696,4.45430332,757
Term,Hofbauer,BP,negative regulation of cell communication,1356,365.8333333,4.98E-04,0.048378538,GO:0010648,0.269788594,3.303147126,758
Term,Hofbauer,BP,positive regulation of response to stimulus,2276,614.1666667,2.12E-08,1.86E-05,GO:0048584,0.269844757,7.672719948,759
Term,Hofbauer,BP,positive regulation of signaling,1770,478.8333333,9.09E-05,0.012692998,GO:0023056,0.270527307,4.041210483,760
Term,Hofbauer,BP,positive regulation of cell communication,1763,477.8333333,7.47E-05,0.010825439,GO:0010647,0.271034222,4.126617132,761
Term,Hofbauer,BP,negative regulation of signal transduction,1253,340.3333333,3.52E-04,0.036884622,GO:0009968,0.271614791,3.453657243,762
Term,Hofbauer,BP,negative regulation of response to stimulus,1619,440,6.01E-06,0.001627524,GO:0048585,0.271772699,5.221155703,763
Term,Hofbauer,BP,inflammatory response,748,203.8333333,2.01E-08,1.86E-05,GO:0006954,0.272504456,7.697442672,764
Term,Hofbauer,BP,movement of cell or subcellular component,2050,562,1.75E-04,0.021700224,GO:0006928,0.274146341,3.758047006,765
Term,Hofbauer,BP,regulation of cellular component organization,2393,656.5,1.84E-04,0.022421198,GO:0051128,0.27434183,3.734580711,766
Term,Hofbauer,BP,immune effector process,1113,305.5,6.14E-09,7.76E-06,GO:0002252,0.274483378,8.211607327,767
Term,Hofbauer,BP,regulation of innate immune response,428,117.5,4.43E-04,0.044821891,GO:0045088,0.27453271,3.35328962,768
Term,Hofbauer,BP,regulation of hydrolase activity,1219,335.6666667,3.51E-04,0.036884622,GO:0051336,0.275362319,3.454670261,769
Term,Hofbauer,BP,positive regulation of intracellular signal transduction,1031,284,4.59E-05,0.007626958,GO:1902533,0.275460718,4.337890404,770
Term,Hofbauer,BP,positive regulation of signal transduction,1609,443.8333333,1.12E-05,0.00260938,GO:0009967,0.27584421,4.949198858,771
Term,Hofbauer,BP,intracellular signal transduction,2794,773,1.54E-09,3.52E-06,GO:0035556,0.276664281,8.812848739,772
Term,Hofbauer,BP,adaptive immune response,392,108.5,2.07E-04,0.024511397,GO:0002250,0.276785714,3.684293023,773
Term,Hofbauer,BP,signal transduction by protein phosphorylation,917,254,4.98E-04,0.048378538,GO:0023014,0.276990185,3.303093714,774
Term,Hofbauer,BP,MAPK cascade,906,251,4.62E-04,0.046504316,GO:0000165,0.277041943,3.335360607,775
Term,Hofbauer,BP,leukocyte mediated immunity,739,205,1.40E-07,7.82E-05,GO:0002443,0.277401894,6.852563348,776
Term,Hofbauer,BP,secretion by cell,1454,404.5,5.70E-08,4.19E-05,GO:0032940,0.278198074,7.243781106,777
Term,Hofbauer,CC,whole membrane,1581,440,2.31E-05,0.004575982,GO:0098805,0.27830487,4.635780209,778
Term,Hofbauer,BP,regulation of intracellular signal transduction,1856,519.6666667,3.30E-08,2.78E-05,GO:1902531,0.279992816,7.48159126,779
Term,Hofbauer,BP,cell motility,1600,448,7.87E-06,0.001968325,GO:0048870,0.28,5.103824197,780
Term,Hofbauer,BP,localization of cell,1600,448,7.87E-06,0.001968325,GO:0051674,0.28,5.103824197,781
Term,Hofbauer,CC,lytic vacuole,650,182,4.80E-04,0.047469247,GO:0000323,0.28,3.318822133,782
Term,Hofbauer,BP,locomotion,1822,510.5,1.24E-05,0.00281556,GO:0040011,0.280186608,4.907397513,783
Term,Hofbauer,BP,immune system development,944,264.6666667,6.98E-05,0.010581861,GO:0002520,0.280367232,4.156309019,784
Term,Hofbauer,BP,positive regulation of cytokine production,443,124.5,7.43E-05,0.010825439,GO:0001819,0.281038375,4.129008608,785
Term,Hofbauer,CC,vacuole,740,208,1.34E-04,0.017324297,GO:0005773,0.281081081,3.873588658,786
Term,Hofbauer,BP,regulation of immune system process,1472,415,8.47E-12,6.42E-08,GO:0002682,0.281929348,11.07224,787
Term,Hofbauer,BP,positive regulation of molecular function,1671,472.6666667,2.65E-05,0.005061002,GO:0044093,0.282864552,4.577432812,788
Term,Hofbauer,BP,vesicle-mediated transport,1909,540.0909091,1.10E-08,1.20E-05,GO:0016192,0.282918234,7.956812026,789
Term,Hofbauer,BP,hematopoietic or lymphoid organ development,893,252.6666667,7.37E-05,0.010809455,GO:0048534,0.282941396,4.132826818,790
Term,Hofbauer,BP,cytokine secretion,228,65,3.94E-04,0.040713436,GO:0050663,0.285087719,3.404801874,791
Term,Hofbauer,MF,enzyme binding,2112,603.8333333,2.03E-06,0.000689136,GO:0019899,0.285905934,5.692582616,792
Term,Hofbauer,BP,negative regulation of immune system process,443,126.6666667,5.82E-05,0.009009121,GO:0002683,0.28592927,4.234962569,793
Term,Hofbauer,BP,hemopoiesis,851,243.6666667,3.47E-05,0.006195081,GO:0030097,0.286329808,4.460230216,794
Term,Hofbauer,BP,regulation of immune response,957,274.8333333,1.87E-09,3.54E-06,GO:0050776,0.287182166,8.728728763,795
Term,Hofbauer,BP,regulation of immune effector process,379,109,3.49E-05,0.006195081,GO:0002697,0.287598945,4.457615432,796
Term,Hofbauer,BP,negative regulation of cytokine production,278,80.16666667,1.55E-04,0.019696176,GO:0001818,0.288369305,3.809727355,797
Term,Hofbauer,BP,regulation of cytokine production,683,197.1666667,6.21E-08,4.41E-05,GO:0001817,0.288677404,7.207163989,798
Term,Hofbauer,BP,positive regulation of catalytic activity,1343,387.8333333,3.70E-05,0.006374803,GO:0043085,0.288781335,4.431921605,799
Term,Hofbauer,BP,cell activation,1310,378.5,4.72E-11,2.47E-07,GO:0001775,0.288931298,10.32568533,800
Term,Hofbauer,CC,vacuolar part,543,157,2.93E-04,0.033041308,GO:0044437,0.289134438,3.533274464,801
Term,Hofbauer,BP,regulated exocytosis,755,218.5,4.52E-06,0.001285321,GO:0045055,0.289403974,5.344860803,802
Term,Hofbauer,BP,positive regulation of immune response,754,218.5,1.38E-07,7.82E-05,GO:0050778,0.289787798,6.858814187,803
Term,Hofbauer,BP,cell migration,1450,421,1.48E-07,8.00E-05,GO:0016477,0.290344828,6.830351915,804
Term,Hofbauer,BP,positive regulation of cellular component organization,1205,350.3333333,1.35E-04,0.017324297,GO:0051130,0.290733057,3.870333428,805
Term,Hofbauer,BP,granulocyte activation,484,141,4.05E-06,0.001213759,GO:0036230,0.291322314,5.39201612,806
Term,Hofbauer,BP,regulation of locomotion,1023,299.1666667,1.25E-05,0.002825191,GO:0040012,0.292440534,4.90159317,807
Term,Hofbauer,BP,exocytosis,857,251.5,3.11E-07,1.47E-04,GO:0006887,0.293465578,6.507570559,808
Term,Hofbauer,BP,positive regulation of immune system process,1020,299.5,1.47E-10,5.57E-07,GO:0002684,0.293627451,9.832928153,809
Term,Hofbauer,BP,neutrophil mediated immunity,480,141,1.95E-06,6.70E-04,GO:0002446,0.29375,5.711075657,810
Term,Hofbauer,BP,regulation of cellular component movement,1035,304.1666667,1.79E-05,0.003807446,GO:0051270,0.293880837,4.746944736,811
Term,Hofbauer,BP,leukocyte activation,1161,341.5,6.28E-12,6.42E-08,GO:0045321,0.29414298,11.20177189,812
Term,Hofbauer,CC,cytoplasmic vesicle membrane,741,218.1666667,2.01E-04,0.024108838,GO:0030659,0.294421952,3.696032437,813
Term,Hofbauer,BP,neutrophil activation,478,141,1.75E-06,6.31E-04,GO:0042119,0.294979079,5.757273266,814
Term,Hofbauer,BP,regulation of cell motility,952,281.1666667,9.64E-06,0.00235884,GO:2000145,0.295343137,5.015780886,815
Term,Hofbauer,BP,cytokine production,751,222.1666667,2.15E-09,3.76E-06,GO:0001816,0.295827785,8.667898509,816
Term,Hofbauer,BP,leukocyte activation involved in immune response,675,200,4.00E-09,5.36E-06,GO:0002366,0.296296296,8.397688358,817
Term,Hofbauer,BP,autophagy,476,141.5,2.95E-04,0.033041308,GO:0006914,0.297268908,3.529715673,818
Term,Hofbauer,BP,process utilizing autophagic mechanism,476,141.5,2.95E-04,0.033041308,GO:0061919,0.297268908,3.529715673,819
Term,Hofbauer,BP,neutrophil activation involved in immune response,469,140,5.69E-07,2.40E-04,GO:0002283,0.298507463,6.24465908,820
Term,Hofbauer,BP,myeloid leukocyte mediated immunity,529,158,1.37E-07,7.82E-05,GO:0002444,0.298676749,6.864155084,821
Term,Hofbauer,CC,vesicle membrane,760,227.1666667,7.96E-05,0.011383129,GO:0012506,0.298903509,4.099303536,822
Term,Hofbauer,BP,cell activation involved in immune response,679,203,1.84E-09,3.54E-06,GO:0002263,0.298969072,8.734999246,823
Term,Hofbauer,BP,biological adhesion,1363,408.5,1.88E-06,6.57E-04,GO:0022610,0.29970653,5.726241995,824
Term,Hofbauer,BP,neutrophil degranulation,466,140,4.25E-07,1.90E-04,GO:0043312,0.300429185,6.371279349,825
Term,Hofbauer,BP,cell adhesion,1357,408.5,7.93E-07,3.28E-04,GO:0007155,0.301031688,6.100879099,826
Term,Hofbauer,BP,negative regulation of inflammatory response,161,48.5,2.98E-04,0.033122348,GO:0050728,0.301242236,3.525087331,827
Term,Hofbauer,BP,negative regulation of intracellular signal transduction,536,161.8333333,2.93E-05,0.005376165,GO:1902532,0.301927861,4.533068021,828
Term,Hofbauer,BP,positive regulation of locomotion,572,173,5.67E-05,0.00889294,GO:0040017,0.302447552,4.24654897,829
Term,Hofbauer,BP,leukocyte chemotaxis,212,64.16666667,7.81E-05,0.011247384,GO:0030595,0.302672956,4.107253706,830
Term,Hofbauer,BP,regulation of hemopoiesis,454,137.5,2.77E-05,0.005216994,GO:1903706,0.302863436,4.556756612,831
Term,Hofbauer,BP,leukocyte proliferation,279,84.5,2.22E-05,0.004514103,GO:0070661,0.302867384,4.653172781,832
Term,Hofbauer,BP,cell chemotaxis,284,86.16666667,4.47E-05,0.007481629,GO:0060326,0.303403756,4.34942722,833
Term,Hofbauer,BP,lymphocyte activation,632,192,9.43E-08,6.13E-05,GO:0046649,0.303797468,7.025547921,834
Term,Hofbauer,BP,regulation of apoptotic signaling pathway,390,118.5,1.98E-04,0.023818327,GO:2001233,0.303846154,3.704269108,835
Term,Hofbauer,BP,regulation of cell migration,895,272.1666667,8.27E-07,3.30E-04,GO:0030334,0.304096834,6.082546715,836
Term,Hofbauer,BP,interleukin-6 production,151,46,2.67E-04,0.030487227,GO:0032635,0.304635762,3.574031931,837
Term,Hofbauer,CC,vacuolar membrane,396,121,3.65E-04,0.038038567,GO:0005774,0.305555556,3.438281666,838
Term,Hofbauer,BP,cellular response to nitrogen compound,619,189.5,3.02E-04,0.033371978,GO:1901699,0.306138934,3.519713139,839
Term,Hofbauer,BP,positive regulation of hydrolase activity,723,221.8333333,7.27E-05,0.01074115,GO:0051345,0.306823421,4.138390817,840
Term,Hofbauer,BP,import into cell,813,249.5,3.80E-05,0.006506662,GO:0098657,0.306888069,4.419752442,841
Term,Hofbauer,BP,positive regulation of cellular component movement,559,172,3.23E-05,0.005871809,GO:0051272,0.307692308,4.491280345,842
Term,Hofbauer,BP,granulocyte migration,130,40,2.05E-04,0.024463987,GO:0097530,0.307692308,3.687401705,843
Term,Hofbauer,BP,myeloid cell activation involved in immune response,523,161,1.36E-08,1.35E-05,GO:0002275,0.307839388,7.866006463,844
Term,Hofbauer,BP,mononuclear cell proliferation,255,78.5,2.27E-05,0.004572828,GO:0032943,0.307843137,4.643699031,845
Term,Hofbauer,BP,leukocyte degranulation,512,158,2.12E-08,1.86E-05,GO:0043299,0.30859375,7.673331349,846
Term,Hofbauer,BP,activation of immune response,584,180.5,9.25E-08,6.13E-05,GO:0002253,0.309075342,7.03363245,847
Term,Hofbauer,BP,myeloid leukocyte activation,625,193.5,7.25E-10,2.36E-06,GO:0002274,0.3096,9.139538731,848
Term,Hofbauer,BP,myeloid leukocyte migration,197,61,5.20E-05,0.008392682,GO:0097529,0.30964467,4.283842429,849
Term,Hofbauer,BP,positive regulation of cell motility,542,168,1.82E-05,0.003825615,GO:2000147,0.3099631,4.738870491,850
Term,Hofbauer,BP,lymphocyte proliferation,253,78.5,1.64E-05,0.003588826,GO:0046651,0.31027668,4.784976532,851
Term,Hofbauer,BP,regulation of leukocyte proliferation,210,65.5,1.10E-04,0.014602734,GO:0070663,0.311904762,3.960333534,852
Term,Hofbauer,BP,granulocyte chemotaxis,115,36,2.53E-04,0.029359893,GO:0071621,0.313043478,3.596951767,853
Term,Hofbauer,BP,regulation of autophagy,313,98,4.80E-04,0.047469247,GO:0010506,0.313099042,3.31891367,854
Term,Hofbauer,BP,endocytosis,693,217.5,1.11E-05,0.00260938,GO:0006897,0.313852814,4.953376986,855
Term,Hofbauer,BP,taxis,616,193.5,1.20E-04,0.01579682,GO:0042330,0.314123377,3.920346551,856
Term,Hofbauer,BP,chemotaxis,614,193.5,1.06E-04,0.014333487,GO:0006935,0.31514658,3.975301173,857
Term,Hofbauer,BP,regulation of interleukin-6 production,142,45,1.03E-04,0.013994168,GO:0032675,0.316901408,3.988298763,858
Term,Hofbauer,BP,lymphocyte differentiation,337,107.1666667,4.22E-05,0.007154246,GO:0030098,0.318001978,4.374814239,859
Term,Hofbauer,BP,regulation of cell activation,524,167,1.30E-08,1.34E-05,GO:0050865,0.31870229,7.887225658,860
Term,Hofbauer,BP,leukocyte migration,419,133.6666667,4.34E-08,3.41E-05,GO:0050900,0.319013524,7.362107214,861
Term,Hofbauer,BP,positive regulation of cell migration,520,166,3.90E-06,0.001183098,GO:0030335,0.319230769,5.408880246,862
Term,Hofbauer,BP,regulation of lymphocyte activation,399,127.5,4.20E-07,1.90E-04,GO:0051249,0.319548872,6.377228733,863
Term,Hofbauer,BP,cellular component morphogenesis,1095,350,4.79E-04,0.047469247,GO:0032989,0.319634703,3.319633024,864
Term,Hofbauer,MF,enzyme activator activity,477,152.5,4.02E-04,0.041326505,GO:0008047,0.319706499,3.396295126,865
Term,Hofbauer,BP,cellular response to organonitrogen compound,561,179.5,7.24E-05,0.01074115,GO:0071417,0.319964349,4.140212146,866
Term,Hofbauer,BP,regulation of mononuclear cell proliferation,197,63.5,7.18E-05,0.01074115,GO:0032944,0.322335025,4.143772562,867
Term,Hofbauer,BP,regulation of lymphocyte proliferation,196,63.5,6.18E-05,0.009503705,GO:0050670,0.323979592,4.20880766,868
Term,Hofbauer,BP,leukocyte differentiation,492,159.6666667,1.17E-07,7.41E-05,GO:0002521,0.324525745,6.930884314,869
Term,Hofbauer,BP,negative regulation of apoptotic signaling pathway,219,71.16666667,1.71E-04,0.021315832,GO:2001234,0.324961948,3.76818864,870
Term,Hofbauer,BP,regulation of leukocyte activation,482,157,3.54E-09,5.36E-06,GO:0002694,0.325726141,8.450712395,871
Term,Hofbauer,BP,negative regulation of cell adhesion,273,89,4.69E-04,0.047049012,GO:0007162,0.326007326,3.328385946,872
Term,Hofbauer,CC,secretory granule membrane,286,93.5,1.78E-05,0.003807446,GO:0030667,0.326923077,4.750637682,873
Term,Hofbauer,BP,negative regulation of leukocyte activation,165,54,2.20E-04,0.025714534,GO:0002695,0.327272727,3.656749041,874
Term,Hofbauer,BP,immune response-regulating signaling pathway,540,177.5,1.02E-08,1.20E-05,GO:0002764,0.328703704,7.99024268,875
Term,Hofbauer,BP,leukocyte cell-cell adhesion,319,105,8.22E-07,3.30E-04,GO:0007159,0.329153605,6.085048662,876
Term,Hofbauer,BP,T cell activation,443,146,3.94E-08,3.20E-05,GO:0042110,0.329571106,7.404006499,877
Term,Hofbauer,BP,regulation of cell-cell adhesion,385,127,5.66E-06,0.001552305,GO:0022407,0.32987013,5.246907244,878
Term,Hofbauer,BP,positive regulation of cell activation,310,102.5,1.79E-06,6.38E-04,GO:0050867,0.330645161,5.746194501,879
Term,Hofbauer,BP,regulation of leukocyte cell-cell adhesion,287,95,4.29E-06,0.001252012,GO:1903037,0.331010453,5.367259067,880
